location_no;location;municipality;province;region;country
1316;Gestel en Blaarthem;Gestel en Blaarthem;Noord-Brabant;;Nederland
1319;Geulle;Geulle;Limburg;;Nederland
1326;Giessen;;;Giessen;Duitsland
1328;Giessendam;Giessendam;Zuid-Holland;;Nederland
1330;Giessen-Nieuwkerk;Giessen-Nieuwkerk;Zuid-Holland;;Nederland
1332;Gieten;Gieten;Drenthe;;Nederland
1333;Giethoorn;Giethoorn;Overijssel;;Nederland
1336;Gilze;Gilze en Rijen;Noord-Brabant;;Nederland
1337;Gilze en Rijen;Gilze en Rijen;Noord-Brabant;;Nederland
1339;Ginneken;Ginneken en Bavel;Noord-Brabant;;Nederland
1340;Ginneken en Bavel;Ginneken en Bavel;Noord-Brabant;;Nederland
1341;Gladbach;;;;Duitsland
1343;Gladbeck;;;;Duitsland
1349;Glashutte;;;;Duitsland
1352;Goch;;;;Duitsland
1355;Goedereede;Goedereede;Zuid-Holland;;Nederland
1356;Goënga;Wymbritseradeel;Friesland;;Nederland
1359;Goes;Goes;Zeeland;;Nederland
1362;Goirle;Goirle;Noord-Brabant;;Nederland
1363;Gombong;;;;N.O. Indië
1365;Goor;Goor;Overijssel;;Nederland
1369;Gorinchem;Gorinchem;Zuid-Holland;;Nederland
1370;Gorredijk;Opsterland;Friesland;;Nederland
1371;Gorssel;Gorssel;Gelderland;;Nederland
1372;Gouda;Gouda;Zuid-Holland;;Nederland
1373;Gouderak;Gouderak;Zuid-Holland;;Nederland
1374;Goudriaan;Goudriaan;Zuid-Holland;;Nederland
1375;Goudswaard;Goudswaard;Zuid-Holland;;Nederland
1378;Graauw;Graauw en Langendam;Zeeland;;Nederland
1379;Graauw en Langendam;Graauw en Langendam;Zeeland;;Nederland
1381;Grafhorst;Grafhorst;Overijssel;;Nederland
1382;Graft;Graft;Noord-Holland;;Nederland
1385;Gramsbergen;Gramsbergen;Overijssel;;Nederland
1386;Grand Rapids;;;;Verenigde Staten
1387;Grathem;Grathem;Limburg;;Nederland
1388;Grave;Grave;Noord-Brabant;;Nederland
1389;Graveland 's-;Graveland 's-;Noord-Holland;;Nederland
1390;Gravendeel 's-;Gravendeel 's-;Zuid-Holland;;Nederland
1391;Gravenhage 's-;Gravenhage 's-;Zuid-Holland;;Nederland
1392;Gravenmoer 's-;Gravenmoer 's-;Noord-Brabant;;Nederland
1393;Gravenpolder 's-;Gravenpolder 's-;Zeeland;;Nederland
1394;Gravenzande 's-;Gravenzande 's-;Zuid-Holland;;Nederland
1396;Graz;;;;Oostenrijk
1404;Grevenbicht;Grevenbicht;Limburg;;Nederland
1406;Grieth;;;;Duitsland
1410;Grijpskerk;Grijpskerk;Groningen;;Nederland
1411;Grijpskerke;Grijpskerke;Zeeland;;Nederland
1413;Groede;Groede;Zeeland;;Nederland
1416;Groeneveld;Groeneveld;Zuid-Holland;;Nederland
1418;Groenlo;Groenlo;Gelderland;;Nederland
1419;Groesbeek;Groesbeek;Gelderland;;Nederland
1420;Groessen;Duiven;Gelderland;;Nederland
1424;Gronau;;;;Duitsland
1426;Groningen;Groningen;Groningen;;Nederland
1427;Gronsveld;Gronsveld;Limburg;;Nederland
1428;Groot-Ammers;Groot-Ammers;Zuid-Holland;;Nederland
1429;Groote Lindt;Groote Lindt;Zuid-Holland;;Nederland
1430;Grootebroek;Grootebroek;Noord-Holland;;Nederland
1431;Grootegast;Grootegast;Groningen;;Nederland
1435;Haaren;Haaren;Noord-Brabant;;Nederland
1436;Grouw;Idaarderadeel;Friesland;;Nederland
1438;Gulpen;Gulpen;Limburg;;Nederland
1441;Haaften;Haaften;Gelderland;;Nederland
1443;Haaksbergen;Haaksbergen;Overijssel;;Nederland
1444;Haamstede;Haamstede;Zeeland;;Nederland
1448;Haaren;Haaren;Noord-Brabant;;Nederland
1449;Haarle;Hellendoorn;Overijssel;;Nederland
1450;Haarlem;Haarlem;Noord-Holland;;Nederland
1451;Haarlemmerliede;Haarlemmerliede;Noord-Holland;;Nederland
1453;Haarlemmerliede en Spaarnwoude;Haarlemmerliede en Spaarnwoude;Noord-Holland;;Nederland
1454;Haarlemmermeer;Haarlemmermeer;Noord-Holland;;Nederland
1455;Haarzuilens;Haarzuilens;Utrecht;;Nederland
1456;Haastrecht;Haastrecht;Zuid-Holland;;Nederland
1457;Haelen;Haelen;Limburg;;Nederland
1458;Hagestein;Hagestein;Zuid-Holland;;Nederland
1466;Halle;;;;België
1467;Halle;;;;Duitsland
1468;Hallum;Ferwerderadeel;Friesland;;Nederland
1469;Halsteren;Halsteren;Noord-Brabant;;Nederland
1470;Hamborn;;;;Duitsland
1471;Hamburg;;;;Duitsland
1473;Hamelen;;;;Duitsland
1474;Hamm;;;;Duitsland
1475;Hamme;;;;België
1476;Hamond Achel;;;;België
1477;Hamont;;;;België
1478;Hanau;;;;Duitsland
1480;Hannover;;;;Duitsland
1481;Hansweert;Kruiningen;Zeeland;;Nederland
1482;Hantum;Westdongeradeel;Friesland;;Nederland
1485;Hapert;Bladel en Netersel;Noord-Brabant;;Nederland
1486;Haps;Haps;Noord-Brabant;;Nederland
1489;Hardegarijp;Tietjerksteradeel;Friesland;;Nederland
1491;Hardenberg Ambt;Hardenberg Ambt;Overijssel;;Nederland
1492;Hardenberg Stad;Hardenberg Stad;Overijssel;;Nederland
1493;Harderwijk;Harderwijk;Gelderland;;Nederland
1494;Hardinxveld;Hardinxveld;Zuid-Holland;;Nederland
1498;Harenkarspel;Harenkarspel;Noord-Holland;;Nederland
1505;Harlingen;Harlingen;Friesland;;Nederland
1506;Harmelen;Harmelen;Utrecht;;Nederland
1509;Harreveld;Lichtenvoorde;Gelderland;;Nederland
1514;Haselonne;;;;Duitsland
1516;Haskerdijken;Haskerland;Friesland;;Nederland
1518;Haskerland;Haskerland;Friesland;;Nederland
1520;Hasselt;;;;België
1522;Hasselt;Hasselt;Overijssel;;Nederland
1523;Hassum;;;;Duitsland
1525;Hatert;Nijmegen;Gelderland;;Nederland
1527;Hattem;Hattem;Gelderland;;Nederland
1533;Haulerwijk;Ooststellingwerf;Friesland;;Nederland
1536;Havana;;;;Cuba
1537;Havelte;Havelte;Drenthe;;Nederland
1540;Havre Le;;;;Frankrijk
1542;Hazerswoude;Hazerswoude;Zuid-Holland;;Nederland
1543;Hechtel;;;;België
1544;Hedel;Hedel;Gelderland;;Nederland
1545;Hedikhuizen;Hedikhuizen;Noord-Brabant;;Nederland
1546;Heeg;Wymbritseradeel;Friesland;;Nederland
1547;Heel;Heel;Limburg;;Nederland
1548;Heel en Panheel;Heel en Panheel;Limburg;;Nederland
1550;Heemskerk;Heemskerk;Noord-Holland;;Nederland
1551;Heemstede;Heemstede;Noord-Holland;;Nederland
1552;Heenvliet;Heenvliet;Zuid-Holland;;Nederland
1554;Heer Abtskerke 's-;Heer Abtskerke 's-;Zeeland;;Nederland
1555;Heer Arendskerke 's-;Heer Arendskerke 's-;Zeeland;;Nederland
1556;Heer en Keer;Heer en Keer;Limburg;;Nederland
1557;Heer Hendrikskinderen 's-;Heer Hendrikskinderen 's-;Zeeland;;Nederland
1559;Heerde;Heerde;Gelderland;;Nederland
1561;Heerenbergh 's-;Bergh;Gelderland;;Nederland
1563;Heerenhoek 's-;Heerenhoek 's-;Zeeland;;Nederland
1567;Heerenveen;Heerenveen;Friesland;;Nederland
1568;Heerenveen;Schoterland;Friesland;;Nederland
1569;Heerewaarden;Heerewaarden;Gelderland;;Nederland
1570;Heerhugowaard;Heerhugowaard;Noord-Holland;;Nederland
1571;Heerjansdam;Heerjansdam;Zuid-Holland;;Nederland
1578;Heesbeen;Heesbeen, Eethen en Genderen;Noord-Brabant;;Nederland
1579;Heesbeen, Eethen en Genderen;Heesbeen, Eethen en Genderen;Noord-Brabant;;Nederland
1580;Heesch;Heesch;Noord-Brabant;;Nederland
1583;Heeze;Heeze;Noord-Brabant;;Nederland
1586;Hei- en Boeicop;Hei- en Boeicop;Zuid-Holland;;Nederland
1587;Heidelberg;;;;Duitsland
1595;Heille;Heille;Zeeland;;Nederland
1596;Heiloo;Heiloo;Noord-Holland;;Nederland
1597;Heinenoord;Heinenoord;Zuid-Holland;;Nederland
1598;Heinkenszand;Heinkenszand;Zeeland;;Nederland
1599;Heino;Heino;Overijssel;;Nederland
1600;Heissen;;;;Duitsland
1601;Heist;;;;België
1602;Hekelingen;Hekelingen;Zuid-Holland;;Nederland
1603;Hekendorp;Hekendorp;Zuid-Holland;;Nederland
1604;Helden;Helden;Limburg;;Nederland
1607;Hellendoorn;Hellendoorn;Overijssel;;Nederland
1608;Hellevoetsluis;Hellevoetsluis;Zuid-Holland;;Nederland
1611;Helmond;Helmond;Noord-Brabant;;Nederland
1612;Helvoirt;Helvoirt;Noord-Brabant;;Nederland
1613;Hem;Venhuizen;Noord-Holland;;Nederland
1614;Hemelum;Hemelumer Oldeferd;Friesland;;Nederland
1615;Hemelumer Oldephaerd;Hemelumer Oldeferd;Friesland;;Nederland
1616;Hemmen;Hemmen;Gelderland;;Nederland
1619;Hendrik-Ido-Ambacht;Hendrik-Ido-Ambacht;Zuid-Holland;;Nederland
1621;Hengelo;Hengelo (OV);Overijssel;;Nederland
1622;Hengelo;Hengelo (Ge);Gelderland;;Nederland
1623;Hengelo;Hengelo (OV);Overijssel;;Nederland
1624;Hengstdijk;Hengstdijk;Zeeland;;Nederland
1626;Hennaard;Hennaarderadeel;Friesland;;Nederland
1627;Hennaarderadeel;Hennaarderadeel;Friesland;;Nederland
1629;Hensbroek;Hensbroek;Noord-Holland;;Nederland
1630;Herten;Herten;Limburg;;Nederland
1632;Herentals;;;;België
1633;Herford;;;;Duitsland
1635;Herkingen;Herkingen;Zuid-Holland;;Nederland
1638;Herne;;;;Duitsland
1640;Herpen;Herpen;Noord-Brabant;;Nederland
1641;Herpt;Herpt en Bern;Noord-Brabant;;Nederland
1643;Herstal;;;;België
1645;Hertogenbosch 's-;Hertogenbosch 's-;Noord-Brabant;;Nederland
1651;Herwen en Aerdt;Herwen en Aerdt;Gelderland;;Nederland
1652;Herwijnen;Herwijnen;Gelderland;;Nederland
1655;Het Bildt;Het Bildt;Friesland;;Nederland
1659;Heteren;Heteren;Gelderland;;Nederland
1660;Heukelum;Heukelum;Zuid-Holland;;Nederland
1661;Heumen;Heumen;Gelderland;;Nederland
1663;Heusden;Heusden;Noord-Brabant;;Nederland
1666;Heythuysen;Heythuysen;Limburg;;Nederland
1668;Hiaure;Westdongeradeel;Friesland;;Nederland
1670;Hidaard;Hennaarderadeel;Friesland;;Nederland
1673;Hijlaard;Baarderadeel;Friesland;;Nederland
1676;Hillegersberg;Hillegersberg;Zuid-Holland;;Nederland
1677;Hillegom;Hillegom;Zuid-Holland;;Nederland
1678;Hilvarenbeek;Hilvarenbeek;Noord-Brabant;;Nederland
1679;Hilversum;Hilversum;Noord-Holland;;Nederland
1680;Hindeloopen;Hindeloopen;Friesland;;Nederland
1683;Hoboken;;;;België
1688;Hoedekenskerke;Hoedekenskerke;Zeeland;;Nederland
1689;Hoek;Hoek;Zeeland;;Nederland
1693;Hoenkoop;Hoenkoop;Utrecht;;Nederland
1694;Hoensbroek;Hoensbroek;Limburg;;Nederland
1696;Hoevelaken;Hoevelaken;Gelderland;;Nederland
1697;Hoeven;Hoeven;Noord-Brabant;;Nederland
1698;Hof van Delft;Hof van Delft;Zuid-Holland;;Nederland
1702;Hofwegen;Molenaarsgraaf;Zuid-Holland;;Nederland
1703;Hogebeintum;Ferwerderadeel;Friesland;;Nederland
1706;Hollum;Ameland;Friesland;;Nederland
1708;Holstein;;;;Duitsland
1709;Holten;Holten;Overijssel;;Nederland
1712;Holwerd;Westdongeradeel;Friesland;;Nederland
1713;Holzheim;;;;Duitsland
1714;Homberg;;;;Duitsland
1719;Hongkong;;;;Groot-Brittannië
1722;Hontenisse;Hontenisse;Zeeland;;Nederland
1724;Hoofdplaat;Hoofdplaat;Zeeland;;Nederland
1725;Hoogblokland;Hoogblokland;Zuid-Holland;;Nederland
1726;Hooge en Lage Mierde;Hooge en Lage Mierde;Noord-Brabant;;Nederland
1727;Hooge en Lage Zwaluwe;Hooge en Lage Zwaluwe;Noord-Brabant;;Nederland
1729;Hooge Zwaluwe;Hooge en Lage Zwaluwe;Noord-Brabant;;Nederland
1730;Hoogelande;Hoogelande;Zeeland;;Nederland
1731;Hoogeloon;Hoogeloon, Hapert en Casteren;Noord-Brabant;;Nederland
1733;Hoogerheide;Woensdrecht;Noord-Brabant;;Nederland
1735;Hoogeveen;Hoogeveen;Drenthe;;Nederland
1736;Hoogezand;Hoogezand;Groningen;;Nederland
1738;Hoogkarspel;Hoogkarspel;Noord-Holland;;Nederland
1740;Hoogkerk;Hoogkerk;Groningen;;Nederland
1741;Hoogland;Hoogland;Utrecht;;Nederland
1743;Hoogvliet;Hoogvliet;Zuid-Holland;;Nederland
1744;Hoogwoud;Hoogwoud;Noord-Holland;;Nederland
1746;Hoorn Den;Texel;Noord-Holland;;Nederland
1747;Hoornaar;Hoornaar;Zuid-Holland;;Nederland
1751;Horn;Horn;Limburg;;Nederland
1753;Hornhuizen;Kloosterburen;Groningen;;Nederland
1754;Horssen;Horssen;Gelderland;;Nederland
1757;Horst;Horst;Limburg;;Nederland
1761;Houten;Houten;Utrecht;;Nederland
1763;Houthem;Houthem;Limburg;;Nederland
1770;Huijbergen;Huijbergen;Noord-Brabant;;Nederland
1771;Huins;Baarderadeel;Friesland;;Nederland
1773;Huisduinen;Den Helder;Noord-Holland;;Nederland
1774;Huisseling;Huisseling en Neerloon;Noord-Brabant;;Nederland
1775;Huisseling en Neerloon;Huisseling en Neerloon;Noord-Brabant;;Nederland
1776;Huissen;Huissen;Gelderland;;Nederland
1777;Huizen;Huizen;Noord-Holland;;Nederland
1778;Huizum;Leeuwarderadeel;Friesland;;Nederland
1781;Hull;;;Engeland;Groot-Brittannië
1786;Hulst;Hulst;Zeeland;;Nederland
1789;Hummelo en Keppel;Hummelo en Keppel;Gelderland;;Nederland
1790;Hunsel;Hunsel;Limburg;;Nederland
1792;Hurwenen;Hurwenen;Gelderland;;Nederland
1793;Idaard;Idaarderadeel;Friesland;;Nederland
1794;Idaarderadeel;Idaarderadeel;Friesland;;Nederland
1796;Idskenhuizen;Doniawerstal;Friesland;;Nederland
1799;IJlst;IJlst;Friesland;;Nederland
1802;IJsbrechtum;Wymbritseradeel;Friesland;;Nederland
1804;IJsselmonde;IJsselmonde;Zuid-Holland;;Nederland
1805;IJsselmuiden;IJsselmuiden;Overijssel;;Nederland
1806;IJsselstein;IJsselstein;Utrecht;;Nederland
1807;IJzendijke;IJzendijke;Zeeland;;Nederland
1808;IJzendoorn;IJzendoorn;Gelderland;;Nederland
1811;Ilpendam;Ilpendam;Noord-Holland;;Nederland
1816;Innsbruck;;;;Oostenrijk
1821;Irnsum;Rauwerderhem;Friesland;;Nederland
1823;Iserlohn;;;;Duitsland
1828;Issum;;;Kleve;Duitsland
1829;Istanbul;;;;Turkije
1833;Ittervoort;Ittervoort;Limburg;;Nederland
1834;Ixelles;;;;België
1835;Jaarsveld;Jaarsveld;Utrecht;;Nederland
1841;Java;;;;N.O. Indië
1843;Jelsum;Leeuwarderadeel;Friesland;;Nederland
1847;Jever;;;;Duitsland
1849;Jisp;Jisp;Noord-Holland;;Nederland
1850;Jodoigne;;;;België
1854;Joure;Haskerland;Friesland;;Nederland
1862;Jutphaas;Jutphaas;Utrecht;;Nederland
1864;Kaapstad;;;;Zuid-Afrika
1865;Kaatsheuvel;Loon op Zand;Noord-Brabant;;Nederland
1869;Kalamazoo;;;Michigan;Verenigde Staten
1870;Kaldenkirchen;;;;Duitsland
1875;Kalkwijk;Hoogezand;Groningen;;Nederland
1877;Kallo;;;Beveren;België
1878;Kalmthout;;;;België
1879;Kamerik;Kamerik;Utrecht;;Nederland
1882;Kampen;Kampen;Overijssel;;Nederland
1884;Kamperland;Wissenkerke (Noord Beveland);Zeeland;;Nederland
1885;Kamperveen;Kamperveen;Overijssel;;Nederland
1886;Kanne;;;Riemst;België
1887;Kantens;Kantens;Groningen;;Nederland
1889;Kapelle;Kapelle;Zeeland;;Nederland
1891;Kapellen;;;Antwerpen;België
1892;Kaprijke;;;;België
1894;Karlsruhe;;;;Duitsland
1895;Kassel;;;;Duitsland
1897;Katwijk aan Zee, Katwijk aan de Rijn en 't Zand;Katwijk aan Zee, Katwijk aan de Rijn en 't Zand;Zuid-Holland;;Nederland
1898;Katendrecht;Rotterdam;Zuid-Holland;;Nederland
1901;Kats;Kats;Zeeland;;Nederland
1902;Kattendijke;Kattendijke;Zeeland;;Nederland
1903;Katwijk;Katwijk;Zuid-Holland;;Nederland
1904;Katwijk aan den Rijn;Katwijk;Zuid-Holland;;Nederland
1905;Katwijk aan Zee;Katwijk;Zuid-Holland;;Nederland
1906;Katwoude;Katwoude;Noord-Holland;;Nederland
1908;Kedichem;Kedichem;Zuid-Holland;;Nederland
1912;Kellen;;;;Duitsland
1913;Kootwijk;Barneveld;Gelderland;;Nederland
1914;Kempen;;;;Duitsland
1915;Kemzeke;;;;België
1921;Keppel;Keppel;Gelderland;;Nederland
1924;Kerkrade;Kerkrade;Limburg;;Nederland
1925;Kerkwerve;Kerkwerve;Zeeland;;Nederland
1926;Kerkwijk;Kerkwijk;Gelderland;;Nederland
1928;Kessel;Kessel;Noord-Brabant;;Nederland
1929;Kessel Lo;;;;België
1931;Kesteren;Kesteren;Gelderland;;Nederland
1932;Kethel;Kethel en Spaland;Zuid-Holland;;Nederland
1933;Kethel en Spaland;Kethel en Spaland;Zuid-Holland;;Nederland
1934;Köln;;;;Duitsland
1935;Köln;;;;Pruissen
1939;Kiel;;;;Duitsland
1940;Kieldrecht;;;;België
1942;Kimswerd;Wonseradeel;Friesland;;Nederland
1949;Klaaswaal;Klaaswaal;Zuid-Holland;;Nederland
1953;Kleve;;;;Duitsland
1956;Kleine Lindt;Kleine Lindt;Zuid-Holland;;Nederland
1957;Kleverskerke;Kleverskerke;Zeeland;;Nederland
1958;Klimmen;Klimmen;Limburg;;Nederland
1959;Kloetinge;Kloetinge;Zeeland;;Nederland
1963;Kloosterburen;Kloosterburen;Groningen;;Nederland
1964;Kloosterzande;Hulst;Zeeland;;Nederland
1965;Klundert;Klundert;Noord-Brabant;;Nederland
1966;Knesselare;;;;België
1967;Knokke;;;;België
1969;Koblenz;;;;Duitsland
1970;Kockengen;Kockengen;Utrecht;;Nederland
1971;Koedijk;Koedijk;Noord-Holland;;Nederland
1975;Koetaradja;;;;N.O. Indië
1976;Koewacht;Koewacht;Zeeland;;Nederland
1977;Kohlscheid;;;;Duitsland
1982;Kollum;Kollumerland en Nieuwkruisland;Friesland;;Nederland
1984;Kollumerland en Nieuwkruisland;Kollumerland en Nieuwkruisland;Friesland;;Nederland
1988;Kontich;;;Antwerpen;België
1989;Koog aan de Zaan;Koog aan de Zaan;Noord-Holland;;Nederland
1990;Kooten;Achtkarspelen;Friesland;;Nederland
1993;Kobenhavn;;;;Denemarken
1996;Kortenhoef;Kortenhoef;Noord-Holland;;Nederland
1997;Kortezwaag;Opsterland;Friesland;;Nederland
1998;Kortgene;Kortgene;Zeeland;;Nederland
1999;Kortrijk;;;;België
2001;Koudekerk;Koudekerk (ZH);Zuid-Holland;;Nederland
2002;Koudekerk aan den Rijn;Koudekerk aan den Rijn;Zuid-Holland;;Nederland
2003;Koudekerke (Walcheren);Koudekerke (Walcheren);Zeeland;;Nederland
2004;Koudum;Hemelumer Oldeferd;Friesland;;Nederland
2005;Kowno;;;;Rusland
2007;Krabbendijke;Krabbendijke;Zeeland;;Nederland
2008;Kralingen;Kralingen;Zuid-Holland;;Nederland
2010;Kranenburg;;;;Pruissen
2012;Krefeld;;;;Duitsland
2018;Krimpen aan de Lek;Krimpen aan de Lek;Zuid-Holland;;Nederland
2019;Krimpen aan den IJssel;Krimpen aan den IJssel;Zuid-Holland;;Nederland
2022;Krommenie;Krommenie;Noord-Holland;;Nederland
2023;Kroonstad;;;;Zuid-Afrika
2025;Kruiningen;Kruiningen;Zeeland;;Nederland
2028;Kuinre;Kuinre;Overijssel;;Nederland
2029;Kwadendamme;Borsele;Zeeland;;Nederland
2030;Kwadijk;Kwadijk;Noord-Holland;;Nederland
2040;Lage Mierde;Hooge en Lage Mierde;Noord-Brabant;;Nederland
2042;Lage Zwaluwe;Hooge en Lage Zwaluwe;Noord-Brabant;;Nederland
2043;Laken;;;;België
2044;Lanaken;;;;België
2047;Landsmeer;Landsmeer;Noord-Holland;;Nederland
2048;Langbroek;Langbroek;Utrecht;;Nederland
2050;Lange Ruige Weide;Lange Ruige Weide;Zuid-Holland;;Nederland
2053;Langerak;Langerak;Zuid-Holland;;Nederland
2057;Langezwaag;Opsterland;Friesland;;Nederland
2058;Langweer;Doniawerstal;Friesland;;Nederland
2062;Laren;Laren (Ge);Gelderland;;Nederland
2063;Laren;Laren (NH);Noord-Holland;;Nederland
2066;Lausanne;;;;Zwitserland
2068;Lede;;;;België
2070;Ledeberg;;;;België
2071;Leek;Leek;Groningen;;Nederland
2072;Leende;Leende;Noord-Brabant;;Nederland
2073;Leens;Leens;Groningen;;Nederland
2074;Leer;;;;Duitsland
2076;Leerbroek;Leerbroek;Zuid-Holland;;Nederland
2077;Leerdam;Leerdam;Zuid-Holland;;Nederland
2078;Leermens;Zandt 't;Groningen;;Nederland
2079;Leersum;Leersum;Utrecht;;Nederland
2080;Leeuwarden;Leeuwarden;Friesland;;Nederland
2081;Leeuwarderadeel;Leeuwarderadeel;Friesland;;Nederland
2082;Leeuwen;Wamel;Gelderland;;Nederland
2084;Leiden;Leiden;Zuid-Holland;;Nederland
2085;Leiderdorp;Leiderdorp;Zuid-Holland;;Nederland
2086;Leidschendam;Leidschendam;Zuid-Holland;;Nederland
2087;Leimuiden;Leimuiden;Zuid-Holland;;Nederland
2088;Leipzig;;;;Duitsland
2089;Lekkerkerk;Lekkerkerk;Zuid-Holland;;Nederland
2094;Lembeke;;;;België
2098;Lemmer;Lemsterland;Friesland;;Nederland
2099;Lemsterland;Lemsterland;Friesland;;Nederland
2101;Lent;Elst;Gelderland;;Nederland
2105;Leur;Etten en Leur;Noord-Brabant;;Nederland
2106;Leusden;Leusden;Utrecht;;Nederland
2110;Leuven;;;;België
2112;Winsum;Winsum;Groningen;;Nederland
2115;Lexmond;Lexmond;Zuid-Holland;;Nederland
2117;Lichtenvoorde;Lichtenvoorde;Gelderland;;Nederland
2118;Liempde;Liempde;Noord-Brabant;;Nederland
2119;Lienden;Lienden;Gelderland;;Nederland
2120;Lier;;;;België
2121;Lierop;Lierop;Noord-Brabant;;Nederland
2122;Lieshout;Lieshout;Noord-Brabant;;Nederland
2124;Lille;;;;Frankrijk
2126;Limmel;Meerssen;Limburg;;Nederland
2129;Linden;;;;Duitsland
2135;Linne;;;;Duitsland
2138;Linschoten;Linschoten;Utrecht;;Nederland
2140;Lioessens;Oostdongeradeel;Friesland;;Nederland
2143;Lippenhuizen;Opsterland;Friesland;;Nederland
2144;Lippstadt;;;;Duitsland
2145;Lisse;Lisse;Zuid-Holland;;Nederland
2146;Lith;Lith;Noord-Brabant;;Nederland
2147;Lithoijen;Lith;Noord-Brabant;;Nederland
2150;Liverpool;;;;Groot-Brittannië
2152;Lobith;Herwen en Aerdt;Gelderland;;Nederland
2155;Lochem;Lochem;Gelderland;;Nederland
2160;Loenen;Loenen (UT);Utrecht;;Nederland
2162;Loenersloot;Loenersloot;Utrecht;;Nederland
2165;Lokeren;;;;België
2167;Lommel;;;;België
2168;London;;;;Groot-Brittannië
2170;Lonneker;Lonneker;Overijssel;;Nederland
2171;Loon op Zand;Loon op Zand;Noord-Brabant;;Nederland
2172;Loosdrecht;Loosdrecht;Utrecht;;Nederland
2173;Loosduinen;Gravenhage 's-;Zuid-Holland;;Nederland
2175;Lopik;Lopik;Utrecht;;Nederland
2176;Loppersum;Loppersum;Groningen;;Nederland
2179;Losser;Losser;Overijssel;;Nederland
2185;Ludwigsburg;;;;Duitsland
2189;Liége;;;;België
2190;Luinjeberd;Aengwirden;Friesland;;Nederland
2191;Lunteren;Ede (Ge);Gelderland;;Nederland
2192;Lutjebroek;Grootebroek;Noord-Holland;;Nederland
2194;Makkum;Wonseradeel;Friesland;;Nederland
2200;Luttenberg;Raalte;Overijssel;;Nederland
2202;Malmedy;;;;België
2205;Luyksgestel;Bergeijk;Noord-Brabant;;Nederland
2206;Luzern;;;;Zwitserland
2207;Lyon;;;;Frankrijk
2208;Maarheeze;Maarheeze;Noord-Brabant;;Nederland
2209;Maarn;Maarn;Utrecht;;Nederland
2211;Maarssen;Maarssen;Utrecht;;Nederland
2213;Maarsseveen;Maarsseveen;Utrecht;;Nederland
2214;Maartensdijk;Maartensdijk;Utrecht;;Nederland
2215;Maasbommel;Appeltern;Gelderland;;Nederland
2217;Maasbracht;Maasbracht;Limburg;;Nederland
2218;Maasbree;Maasbree;Limburg;;Nederland
2219;Maasdam;Maasdam;Zuid-Holland;;Nederland
2220;Maasdijk;Maasland;Zuid-Holland;;Nederland
2221;Maasdriel;Maasdriel;Gelderland;;Nederland
2222;Maaseik;;;;België
2223;Maashees;Maashees en Overloon;Noord-Brabant;;Nederland
2224;Maashees en Overloon;Maashees en Overloon;Noord-Brabant;;Nederland
2225;Maasland;Maasland;Zuid-Holland;;Nederland
2226;Maasniel;Maasniel;Limburg;;Nederland
2227;Maassluis;Maassluis;Zuid-Holland;;Nederland
2228;Maastricht;Maastricht;Limburg;;Nederland
2230;Made;Made en Drimmelen;Noord-Brabant;;Nederland
2231;Made en Drimmelen;Made en Drimmelen;Noord-Brabant;;Nederland
2234;Magdeburg;;;;Duitsland
2235;Magelang;;;;N.O. Indië
2236;Mainz;;;;Duitsland
2237;Maire;Maire;Zeeland;;Nederland
2239;Makassar;;;;N.O. Indië
2241;Makkum;Wonseradeel;Friesland;;Nederland
2243;Malang;;;;N.O. Indië
2244;Maldegem;;;;België
2248;Manila;;;;Filippijnen
2249;Mannheim;;;;Duitsland
2255;Margraten;Margraten;Limburg;;Nederland
2256;Mechelen;Wittem;Limburg;;Nederland
2257;Markelo;Markelo;Overijssel;;Nederland
2258;Marken;Marken;Noord-Holland;;Nederland
2262;Marrum;Ferwerderadeel;Friesland;;Nederland
2264;Marssum;Menaldumadeel;Friesland;;Nederland
2267;Martenshoek;Hoogezand;Groningen;;Nederland
2269;Marum;Marum;Groningen;;Nederland
2273;Maurik;Maurik;Gelderland;;Nederland
2274;Mechelen;;;;België
2276;Medan;;;;N.O. Indië
2278;Medemblik;Medemblik;Noord-Holland;;Nederland
2279;Meeden;Meeden;Groningen;;Nederland
2283;Meerdervoort;Zwijndrecht;Zuid-Holland;;Nederland
2284;Meerdonk;;;;België
2286;Meerkerk;Meerkerk;Zuid-Holland;;Nederland
2287;Meerle;;;;België
2288;Meerlo;Meerlo;Limburg;;Nederland
2291;Meerssen;Meerssen;Limburg;;Nederland
2295;Meester Cornelis;;;;N.O. Indië
2296;Meeuwen;Eethen;Noord-Brabant;;Nederland
2298;Megen;Megen, Haren en Macharen;Noord-Brabant;;Nederland
2299;Megen, Haren en Macharen;Megen, Haren en Macharen;Noord-Brabant;;Nederland
2300;Meiderich;;;;Duitsland
2301;Meijel;Meijel;Limburg;;Nederland
2304;Melick en Herkenbosch;Melick en Herkenbosch;Limburg;;Nederland
2305;Meliskerke;Meliskerke;Zeeland;;Nederland
2306;Melissant;Melissant;Zuid-Holland;;Nederland
2307;Menado;;;;N.O. Indië
2308;Menaldum;Menaldumadeel;Friesland;;Nederland
2309;Menaldumadeel;Menaldumadeel;Friesland;;Nederland
2313;Meppel;Meppel;Drenthe;;Nederland
2314;Meppen;;;;Duitsland
2317;Merkelbeek;Merkelbeek;Limburg;;Nederland
2318;Merksem;;;;België
